ID;Количество комнат;Новостройка/вторичка;Метро;Время до метро;Способ;Адрес;Площадь, м2;Этаж;Этажей;Тип дома;Цена (руб);Описание;Окна;Санузел;Год постройки;Балкон;Лифт;Ссылка на объявление
137950744;1;вторичка;;не указано;не указано;Москва, Щербинка, улица Барышевская Роща, 18;30.0;10;22;;3500000;Продаю отличную  однокомнатную квартиру   в Новой Москве всего в 15 минутах ходьбы от жд ст.Щербинка.   В шаговой доступности от дома 3 детских сада, 2 школы, магазины и т.д. До ст.метро Бунинская Аллея всего 7 минут транспортом, Дом СДАН, соседи уже живут Свободная продажаДокументы готовы к сделке. ИПОТЕКА ВОЗМОЖНАПодробности по телефону, 13 фото;16;На улицу и двор;Совмещенный (1);2016;да;Да;https://www.cian.ru/sale/flat/137950744
156386958;1;новостройка;м.Саларьево;10;пешком;Москва, Сосенское поселение, улица Николо-Хованская, 8;34.0;5;9;Монолитно-кирпичный;3501800;Продается 1к квартира на 5м этаже 9этажного дома в корпусе 10.1 в ЖК Испанские кварталы. Самая низкая цена в Новой Москве Центр Новой Москвы, 4,7 км от МКАД. В жилом комплексе комфорткласса монолитнокирпичные дома, приватные дворовые территории, большие окна и потолки 3 метра, пешеходный бульвар с магазинами и ресторанами, школа, детские сады, спорткомплекс с бассейном, наземный паркинг. Въезд в Москву на автомобиле возможен как с Киевского, так и с Калужского шоссе, быстрый доступ до трех веток метро, 13 мин пешком до м. Прокшино. Ключи  в 2019 году. Ипотека в ведущих российских банках, рассрочка от застройщика АО А101 ДЕВЕЛОПМЕНТ. ФЗ214, 5 фото;На улицу;Раздельный (1);2019;;да;;https://www.cian.ru/sale/flat/156386958
154810826;1;новостройка;;не указано;не указано;Москва, Левобережная улица, 6Б;30.0;2;9;;3515136;Апартаменты предлагаются самых различных площадей и планировок, начиная от студий и однокомнатных квартир, что, в сочетании со вполне умеренными ценами, станет удачным предложением для молодых семей. Так же предусмотрено объединение нескольких апартаментов.ВСЕ АПАРТАМЕНТЫ СДАЮТСЯ ПОЛНОСТЬЮ С ОТДЕЛКОЙЗАСТЕКЛЕННЫЙ БАЛКОН, САНУЗЕЛ СО ВСЕЙ САНТЕХНИКОЙ И В ПЛИТКЕ ДО ПОТОЛКА, ВЕЗДЕ УСТАНОВЛЕНЫ ВЫКЛЮЧАТЕЛИ И РОЗЕТКИВ здании будет три лифта. Также проектом предусмотрено создание фойе с лоббизалом, помещения для консьержа, комната для переговоров и служба охраны. Кроме того будут созданы кладовые, расположенные на нулевом этаже дома. В пешеходной доступности расположены метро Ховрино 700 метров, Речной Вокзал 2км, магазины, школы, детсады, торговый центр, кафе, отделения банков, спортзал, аптеки, фитнесцентр и паркинг.РАССРОЧКА. ИПОТЕКА. При 100 оплате предоставляется скидка.Срок сдачи 3й квартал 2017 года, 23 фото;На улицу;Совмещенный (1);2017;;да;;https://www.cian.ru/sale/flat/154810826
151777662;1;новостройка;м.Бунинскаяаллея;7;транспортом;Москва, пос. Коммунарка, улица Липовый Парк, 11;37.0;2;15;Монолитно-кирпичный;3521182;Продается 1к квартира на 2м этаже 15этажного дома в корпусе 19 ЖК Москва А101. Комплекс расположен в Новой Москве, 6,5 км от МКАД по Калужскому шоссе, в п. Коммунарка. Новый корпус возводится рядом со сложившимся районом Москва А101 с современной инфраструктурой детскими площадками, школой с бассейном, детскими садами наземным паркингом и 15минутной транспортной доступностью до метро Теплый стан. Отличительная особенность квартир  высокие 3метровые потолки, большие окна и удачные планировки. Дополнительное преимущество жилого комплекса  благоприятная экология, крупный лесной массив рядом и отсутствие промышленных предприятий. Ипотека от Сбербанка и других ведущих российских банков, рассрочка от застройщика АО А101. ФЗ214., 4 фото;На улицу;Раздельный (1);2019;;да;;https://www.cian.ru/sale/flat/151777662
156653543;1;новостройка;м.Бунинскаяаллея;5;транспортом;Москва, Сосенское поселение, улица Александры Монаховой, 5к1;34.0;5;18;Монолитный;3525800;Новостройка Продается 1комн. квра площадью 34 кв.м, Корпус 1.72, Секция 1  5 этаж 18этажного дома в ЖК Бунинские луга от ГК ПИК. Жилой район Бунинские луга расположен в новой Москве, в 1 км от метро Бунинская аллея. Его окружает сразу несколько обустроенных парков и прудов. Строительство района подразумевает поэтапное возведение современных жилых домов и всей инфраструктуры. Первая очередь строительства уже завершена. Открыли свои двери детский сад и школа. Всего в рамках проекта будет построено 4 школы, 5 детских садов, а также поликлиники, физкультурнооздоровительный центр и многое другое. Неподалёку находятся ТРЦ Мега, гипермаркеты Ашан, , магазин . 25.04, 28 фото;15;Во двор;Совмещенный (1);2018;да;;https://www.cian.ru/sale/flat/156653543
156075768;1;новостройка;м.Бунинскаяаллея;5;транспортом;Москва, Сосенское поселение, улица Александры Монаховой, 5к1;35.4;4;9;Панельный;3539160;Новостройка Продается 1комн. квра площадью 35,4 кв.м, Корпус 1.11, блок 2, Секция 2  4 этаж 9этажного дома в ЖК Бунинские луга от ГК ПИК. Жилой район Бунинские луга расположен в новой Москве, в 1 км от метро Бунинская аллея. Его окружает сразу несколько обустроенных парков и прудов. Строительство района подразумевает поэтапное возведение современных жилых домов и всей инфраструктуры. Первая очередь строительства уже завершена. Открыли свои двери детский сад и школа. Всего в рамках проекта будет построено 4 школы, 5 детских садов, а также поликлиники, физкультурнооздоровительный центр и многое другое. Неподалёку находятся ТРЦ Мега, гипермаркеты Ашан, , магазин . 25.04, 28 фото;18;Во двор;Совмещенный (1);2017;да;;https://www.cian.ru/sale/flat/156075768
156653896;1;новостройка;м.Пятницкоешоссе;30;транспортом;Москва, Зеленоград, Заречная улица, 23;36.7;4;18;Монолитный;3539620;Новостройка Продается 1комн. квра площадью 36,68 кв.м, Корпус 8, Секция 9  4 этаж 18этажного дома в Мкрн Жемчужина Зеленограда от ГК ПИК. Микрорайон Жемчужина Зеленограда  новый масштабный проект комплексной застройки на территории микрорайона 17. Зеленоградский административный округ  один из самых экологически чистых районов столицы общая площадь зеленых насаждений здесь составляет около 30. Рядом расположены два крупных лесничества  Крюковское и Сходненское, поэтому с юга и запада новый микрорайон окружен лесопарковой зоной, на его территории находятся три небольших пруда. Кроме того, Зеленоград называют Русской Кремниевой долиной  как научнопроизводственный центр российской электроники и микроэлектроники. Жемчужина Зеленограда возводится по новейшей концепции организации жилого пространства  она подразумевает не только строительство жилья повышенной комфортности с развитой инфраструктурой для учебы и отдыха, но и обеспечение жителей максимальным количеством рабочих мес ..., 9 фото;19.31;Во двор;Совмещенный (1);2018;да;;https://www.cian.ru/sale/flat/156653896
156386866;1;новостройка;м.Саларьево;10;пешком;Москва, Сосенское поселение, улица Николо-Хованская, 15;37.0;9;9;Монолитно-кирпичный;3541700;Продается 1к квартира на 9м этаже 9этажного дома в корпусе 13.1 в ЖК Испанские кварталы. Самая низкая цена в Новой Москве Центр Новой Москвы, 4,7 км от МКАД. В жилом комплексе комфорткласса монолитнокирпичные дома, приватные дворовые территории, большие окна и потолки 3 метра, пешеходный бульвар с магазинами и ресторанами, школа, детские сады, спорткомплекс с бассейном, наземный паркинг. Въезд в Москву на автомобиле возможен как с Киевского, так и с Калужского шоссе, быстрый доступ до трех веток метро, 13 мин пешком до м. Прокшино. Ключи  в 2018 году. Ипотека в ведущих российских банках, рассрочка от застройщика АО А101 ДЕВЕЛОПМЕНТ. ФЗ214, 4 фото;Во двор;Раздельный (1);2018;;да;;https://www.cian.ru/sale/flat/156386866
154628062;1;вторичка;м.ТеплыйСтан;40;транспортом;Москва, Троицк, улица Солнечная, 8;32.0;1;12;;3550000;Продается 1комнатная квартира в г. Москва г. Троицк. Общая площадь 32 кв.м., комната 18 кв.м., кухня 7 кв.м., Санузел раздельный. Лоджия застеклена. Не угловая. Состояние среднее.  Удобное расположение. Около дома лесопарковая зона, детский сад 3, школагимназия 5, в шаговой доступности спортивный комплекс, поликлиника, центральный рынок. У дома автобусная остановка на Москву, торговый центр Атак. В собственности с 2012 г. Один взрослый собственник. Рассматривается ипотека.  Торг. СОБСТВЕННИК. т. 8 926 716 89 08 8 965 322 01 05, 9 фото;17;На улицу;Раздельный (1);;да;Да;https://www.cian.ru/sale/flat/154628062
156417998;1;вторичка;м.Бунинскаяаллея;10;транспортом;Москва, Щербинка, улица Барышевская Роща, 2;38.9;2;13;Монолитно-кирпичный;3551064;Продается 1комн. квра площадью 38,9 кв.м на 2 этаже 13 этажного монолитнокирпичного дома в ЖК Прима Парк от компании . Московская прописка Все дома построены  ЖК Прима Парк повышенной комфортности расположен в 7 км от МКАД, на территории  Новой Москвы, в городе Щербинка. Монолитнокирпичные дома отличаются высоким качеством и обладают прочной и долговечной конструкцией, а также высоким шумо и теплоизоляционными свойствами.  Подземный и наземный  паркинги, школа на 350 мест, два детских садов на 140  и 150 мест, спортивные и детские площадки, физкультурнооздоровительный комплекс, собственная котельная. На первых этажах   магазины, аптеки, отделения банков . От ЖК  ходят  безостановочные шатлы до ст. метро Бунинская аллея, время в пути  710 мин. Рассрочка. Ипотека  от 10,4 . Скидки, 7 фото;Во двор;Совмещенный (1);;;да;;https://www.cian.ru/sale/flat/156417998
154644262;1;новостройка;м.ТеплыйСтан;15;транспортом;Москва, пос. Коммунарка, 3;26.9;22;24;Монолитно-кирпичный;3558870;Продается 1комн. квра площадью 26,9 кв.м на 22 этаже 24 этажного  дома в ЖК Новая Звезда  от компании КРОСТ. Жилой комплекс Новая Звезда строится в поселке Газопровод поселения Сосенское Новомосковского округа города Москвы. Это новый проект, предусматривающий строительство многоэтажных монолитных жилых домов переменной этажности. Все фасады домов будут очень красиво оформлены и объединены в единую стройную композицию, как на звездной сцене. В домах применяется панорамное остекление, в результате в квартиры проникает большое количество света, что позволяет экономить на электроэнергии. Помимо жилых домов будут построены школа и детские сады, молочная кухня. Построят кафе, рестораны, фитнесцентры, появятся отделения связи и банков. Через поселок Газопровод проходят 2 автобусных маршрута, на которых можно доехать до станции метро Теплый Стан. В обозримом будущем планируется строительство новой линии метро, которая будет проходить через поселок Газопровод. Рядом с поселком Газопроовод ..., 21 фото;10.8;Во двор;Совмещенный (1);2017;да;;https://www.cian.ru/sale/flat/154644262
152955616;1;вторичка;м.Саларьево;25;транспортом;Москва, Киевский пгт, 16;35.0;7;9;;3580000;СРОЧНО    Елена,свободна юридически и физически.ДКП 2006 года.Встроенная кухня.один собственник .От м. Саларьево   2030 минут на маршрутке 309 либо автобусе 1002 льготный проезд,карта Тройка., 11 фото;18;Во двор;Совмещенный (1);;да;Да;https://www.cian.ru/sale/flat/152955616
154715824;1;новостройка;;не указано;не указано;Москва, Внуковское поселение, Внуково 2017 ЖК;33.8;14;17;;3582800;К продаже предлагается однокомнатная квартира в ЖК Внуково 2017. Общая площадь квартиры  33,8 кв. м, этаж 14 из 17. Срок сдачи  2 квартал 2018 года. Панорамное остекление балконов и лоджий. В шаговой доступности находятся 2 детских сада для малышей и школа с собственным стадионом. Так же, в пос. Внуково действуют еще 2 школы, 1 детский сад и поликлиника. Продажа осуществляется в соответствии с Федеральным законом 214ФЗ., 6 фото;;2018;;да;;;https://www.cian.ru/sale/flat/154715824
153051744;1;новостройка;м.Алтуфьево;20;транспортом;Москва, 2-й мкр, к6;33.4;8;16;Монолитный;3593840;Новостройка Продается 1комн. квра площадью 33,4 кв.м, Корпус 9, Секция 7  8 этаж 16этажного дома в Мкрн Северный от ГК ПИК. Микрорайон Северный расположен справа от Дмитровского шоссе, в полутора километрах от МКАД. Административно микрорайон входит в состав столицы. При этом он достаточно удален от шумного города и находится в окружении красивых природных зон. Поэтому жильцы смогут наслаждаться живописным видом, который открывается из окон. Чтобы отдохнуть на природе, не нужно далеко ехать  все находится рядом. Владельцы квартир в новостройках будут обеспечены всеми необходимыми для комфортной жизни объектами инфраструктуры. В частности, здесь будет работать школа, детские сады, бизнеспарк, спортивные площадки, подземный паркинг. Инфраструктура спланирована таким образом, чтобы жители не нуждались ни в чем. Рядом с микрорайоном расположены развлекательные и торговые объекты, магазины. 25.04, 8 фото;13.5;Во двор;Совмещенный (1);2019;да;;https://www.cian.ru/sale/flat/153051744
156389097;1;новостройка;м.Саларьево;10;пешком;Москва, Сосенское поселение, улица Николо-Хованская, 14;41.0;2;14;Монолитно-кирпичный;3594800;Продается 1к квартира на 2м этаже этажного дома в корпусе 14.2 в ЖК Испанские кварталы. Самая низкая цена в Новой Москве Центр Новой Москвы, 4,7 км от МКАД. В жилом комплексе комфорткласса монолитнокирпичные дома, приватные дворовые территории, большие окна и потолки 3 метра, пешеходный бульвар с магазинами и ресторанами, школа, детские сады, спорткомплекс с бассейном, наземный паркинг. Въезд в Москву на автомобиле возможен как с Киевского, так и с Калужского шоссе, быстрый доступ до трех веток метро, 13 мин пешком до м. Прокшино. Ключи  в 2019 году. Ипотека в ведущих российских банках, рассрочка от застройщика АО А101 ДЕВЕЛОПМЕНТ. ФЗ214, 5 фото;На улицу;Раздельный (1);2019;;да;;https://www.cian.ru/sale/flat/156389097
154849811;2, Аппартаменты;вторичка;м.ТеплыйСтан;20;транспортом;Москва, пос. Первомайское, улица Центральная, 30;67.4;4;4;;3600000;Отличное предложение в современном, малоэтажном комплексе ЖКПервомайское на территории НОВОЙ МОСКВЫ. МАНСАРДА   ВОЗМОЖЕН ПЕРЕВОД В  ЖИЛОЙ ФОНД. Огороженная и охраняемая территория,  ухоженные дворы с  детскими площадками,спортивными комплексами и прогулочными  зонами. Вся инфраструктура в пешей досупности, школа,дом культуры и два детских сада. Очень хорошая транспортная доступность. квартира без отделки, более 3хлет в собстенности. Звоните, Увааемые коллеги и клиенты, оперативный показ, достойный вариант., 2 фото;50;Во двор;Совмещенный (1);;да;Нет;https://www.cian.ru/sale/flat/154849811
153187405;1;вторичка;м.Юго-Западная;15;транспортом;Москва, пос. Внуково, Центральная улица, 15;31.0;5;5;;3600000;Дом после кап ремонта, тихий, зеленый двор, окна выходят во двор, Чистый подьезд и квартира. Свободная продажа, один собственник, 1 фото;19;Во двор;Совмещенный (1);;да;Нет;https://www.cian.ru/sale/flat/153187405
156418325;1;вторичка;;не указано;не указано;Москва, Рязановское поселение, пос. Фабрики имени 1 Мая, 49;31.2;5;5;;3600000;Квартира в новой Москве,с ремонтом и мебелью, очень светлая,уютная и тёплая. Окна выходят на запад. Дом кирпичный, отремонтированный подъезд. В посёлке развитая инфраструктура новый дет.сад, новая школа, новый дом культуры, МФЦ, почта, баня, поликлиника, магазины, рядом конноспортивный комплекс, детские и спортивные площадки. Квартира на берегу реки Десна с красивой набережной. Удобное транспортное сообщение. Автобусы и маршрутные такси до м. Бунинская аллея и станции Щербинка 1015 мин. Выезд на Симферопольское, Варшавское и Калужское шоссе., 16 фото;17;Во двор;Раздельный (1);;да;Нет;https://www.cian.ru/sale/flat/156418325
154575562;1;вторичка;;не указано;не указано;Москва, Щербинка, улица Почтовая, 17;33.0;7;9;;3600000;Лучшее предложение в Щербинке. Центр города.Светлая квартира в жилом состоянии. Все в квартире остаётся, возможно как пустую. В шаговой доступности вся инфраструктура школа, детский сад, поликлиника, Торговые центры. До жд станции Щербинка 6 минут пешком. Свободная продажа., 10 фото;18;Во двор;Раздельный (1);;да;Да;https://www.cian.ru/sale/flat/154575562
156389036;1;новостройка;м.Саларьево;10;пешком;Москва, Сосенское поселение, улица Николо-Хованская, 14;38.0;4;9;Монолитно-кирпичный;3601700;Продается 1к квартира на 4м этаже этажного дома в корпусе 14.1 в ЖК Испанские кварталы. Самая низкая цена в Новой Москве Центр Новой Москвы, 4,7 км от МКАД. В жилом комплексе комфорткласса монолитнокирпичные дома, приватные дворовые территории, большие окна и потолки 3 метра, пешеходный бульвар с магазинами и ресторанами, школа, детские сады, спорткомплекс с бассейном, наземный паркинг. Въезд в Москву на автомобиле возможен как с Киевского, так и с Калужского шоссе, быстрый доступ до трех веток метро, 13 мин пешком до м. Прокшино. Ключи  в 2019 году. Ипотека в ведущих российских банках, рассрочка от застройщика АО А101 ДЕВЕЛОПМЕНТ. ФЗ214, 5 фото;На улицу;Раздельный (1);2019;;да;;https://www.cian.ru/sale/flat/156389036
152362285;1;новостройка;м.Бунинскаяаллея;7;транспортом;Москва, Сосенское поселение, улица Александры Монаховой, 5к1;34.0;15;16;Монолитный;3606720;Продается 1к квартира на 15м этаже 16этажного дома в корпусе 9.2 в ЖК Скандинавия. Центр Новой Москвы, 6,5 км от МКАД, благоустроенный вход в Бутовский лесопарк, водоемы, многовековые дубы на территории ЖК. Детские сады, школы и собственный парк отдыха в сказочном скандинавском стиле, для взрослых  баня, беседки для барбекю и велодорожки. Въезд в Москву на автомобиле  с Киевского, Варшавского и Калужского шоссе, быстрый доступ до трех веток метро, 15 мин. до м Теплый стан, Бунинская аллея, Саларьево. Окончание строительства  в 2019 году. Рассрочка от застройщика АО А101 ДЕВЕЛОПМЕНТ. ФЗ214, 4 фото;На улицу;Раздельный (1);2019;;да;;https://www.cian.ru/sale/flat/152362285
154714438;1;новостройка;;не указано;не указано;Москва, Внуковское поселение, Внуково 2017 ЖК;34.1;7;17;;3609300;К продаже предлагается однокомнатная квартира в ЖК Внуково 2017. Общая площадь квартиры  34,05 кв. м, этаж 7 из 17. Срок сдачи  2 квартал 2018 года. Панорамное остекление балконов и лоджий. В шаговой доступности находятся 2 детских сада для малышей и школа с собственным стадионом. Так же, в пос. Внуково действуют еще 2 школы, 1 детский сад и поликлиника. Продажа осуществляется в соответствии с Федеральным законом 214ФЗ., 6 фото;;2018;;да;;;https://www.cian.ru/sale/flat/154714438
156386807;1;новостройка;м.Саларьево;10;пешком;Москва, Сосенское поселение, улица Николо-Хованская, 15;33.0;7;9;Монолитно-кирпичный;3613500;Продается 1к квартира на 7м этаже 9этажного дома в корпусе 13.1 в ЖК Испанские кварталы. Самая низкая цена в Новой Москве Центр Новой Москвы, 4,7 км от МКАД. В жилом комплексе комфорткласса монолитнокирпичные дома, приватные дворовые территории, большие окна и потолки 3 метра, пешеходный бульвар с магазинами и ресторанами, школа, детские сады, спорткомплекс с бассейном, наземный паркинг. Въезд в Москву на автомобиле возможен как с Киевского, так и с Калужского шоссе, быстрый доступ до трех веток метро, 13 мин пешком до м. Прокшино. Ключи  в 2018 году. Ипотека в ведущих российских банках, рассрочка от застройщика АО А101 ДЕВЕЛОПМЕНТ. ФЗ214, 4 фото;Во двор;Раздельный (1);2018;;да;;https://www.cian.ru/sale/flat/156386807
153560917;1;новостройка;;не указано;не указано;Москва, Внуковское поселение, Внуково 2017 ЖК;33.6;17;17;;3613612;К продаже предлагается однокомнатная квартира в ЖК Внуково 2017. Общая площадь квартиры  33,62 кв. м, этаж 17 из 17. Срок сдачи  2 квартал 2018 года. Панорамное остекление балконов и лоджий. В шаговой доступности находятся 2 детских сада для малышей и школа с собственным стадионом. Так же, в пос. Внуково действуют еще 2 школы, 1 детский сад и поликлиника. Продажа осуществляется в соответствии с Федеральным законом 214ФЗ.;;2018;;да;;;https://www.cian.ru/sale/flat/153560917
156387115;1;новостройка;м.Саларьево;10;пешком;Москва, Сосенское поселение, улица Николо-Хованская, 8;39.0;9;9;Монолитно-кирпичный;3614000;Продается 1к квартира на 9м этаже 9этажного дома в корпусе 10.1 в ЖК Испанские кварталы. Самая низкая цена в Новой Москве Центр Новой Москвы, 4,7 км от МКАД. В жилом комплексе комфорткласса монолитнокирпичные дома, приватные дворовые территории, большие окна и потолки 3 метра, пешеходный бульвар с магазинами и ресторанами, школа, детские сады, спорткомплекс с бассейном, наземный паркинг. Въезд в Москву на автомобиле возможен как с Киевского, так и с Калужского шоссе, быстрый доступ до трех веток метро, 13 мин пешком до м. Прокшино. Ключи  в 2019 году. Ипотека в ведущих российских банках, рассрочка от застройщика АО А101 ДЕВЕЛОПМЕНТ. ФЗ214, 5 фото;На улицу;Раздельный (1);2019;;да;;https://www.cian.ru/sale/flat/156387115
151811039;1;новостройка;м.Алтуфьево;20;транспортом;Москва, 2-й мкр, к6;33.6;10;16;Монолитный;3615360;Новостройка Продается 1комн. квра площадью 33,6 кв.м, Корпус 9, Секция 7  10 этаж 16этажного дома в Мкрн Северный от ГК ПИК. Микрорайон Северный расположен справа от Дмитровского шоссе, в полутора километрах от МКАД. Административно микрорайон входит в состав столицы. При этом он достаточно удален от шумного города и находится в окружении красивых природных зон. Поэтому жильцы смогут наслаждаться живописным видом, который открывается из окон. Чтобы отдохнуть на природе, не нужно далеко ехать  все находится рядом. Владельцы квартир в новостройках будут обеспечены всеми необходимыми для комфортной жизни объектами инфраструктуры. В частности, здесь будет работать школа, детские сады, бизнеспарк, спортивные площадки, подземный паркинг. Инфраструктура спланирована таким образом, чтобы жители не нуждались ни в чем. Рядом с микрорайоном расположены развлекательные и торговые объекты, магазины. 25.04, 8 фото;13.8;Во двор;Совмещенный (1);2019;да;;https://www.cian.ru/sale/flat/151811039
151810960;1;новостройка;м.Алтуфьево;20;транспортом;Москва, 2-й мкр, к6;33.3;15;16;Монолитный;3616380;Новостройка Продается 1комн. квра площадью 33,3 кв.м, Корпус 9, Секция 7  15 этаж 16этажного дома в Мкрн Северный от ГК ПИК. Микрорайон Северный расположен справа от Дмитровского шоссе, в полутора километрах от МКАД. Административно микрорайон входит в состав столицы. При этом он достаточно удален от шумного города и находится в окружении красивых природных зон. Поэтому жильцы смогут наслаждаться живописным видом, который открывается из окон. Чтобы отдохнуть на природе, не нужно далеко ехать  все находится рядом. Владельцы квартир в новостройках будут обеспечены всеми необходимыми для комфортной жизни объектами инфраструктуры. В частности, здесь будет работать школа, детские сады, бизнеспарк, спортивные площадки, подземный паркинг. Инфраструктура спланирована таким образом, чтобы жители не нуждались ни в чем. Рядом с микрорайоном расположены развлекательные и торговые объекты, магазины. 25.04, 8 фото;12.7;Во двор;Совмещенный (1);2019;да;;https://www.cian.ru/sale/flat/151810960
151729355;1;новостройка;м.Пятницкоешоссе;30;транспортом;Москва, Зеленоград, Заречная улица, 23;41.1;2;17;Монолитный;3619148;Новостройка Продается 1комн. квра площадью 41,08 кв.м, Корпус 3, Секция 9  2 этаж 17этажного дома в Мкрн Жемчужина Зеленограда от ГК ПИК. Микрорайон Жемчужина Зеленограда  новый масштабный проект комплексной застройки на территории микрорайона 17. Зеленоградский административный округ  один из самых экологически чистых районов столицы общая площадь зеленых насаждений здесь составляет около 30. Рядом расположены два крупных лесничества  Крюковское и Сходненское, поэтому с юга и запада новый микрорайон окружен лесопарковой зоной, на его территории находятся три небольших пруда. Кроме того, Зеленоград называют Русской Кремниевой долиной  как научнопроизводственный центр российской электроники и микроэлектроники. Жемчужина Зеленограда возводится по новейшей концепции организации жилого пространства  она подразумевает не только строительство жилья повышенной комфортности с развитой инфраструктурой для учебы и отдыха, но и обеспечение жителей максимальным количеством рабочих мес ..., 9 фото;16.51;Во двор;Совмещенный (1);2017;да;;https://www.cian.ru/sale/flat/151729355
152104421;1;новостройка;м.УлицаГорчакова;20;пешком;Москва, Сосенское поселение, Гавриково СНТ, улица Соловьиная Роща;39.0;15;15;Монолитно-кирпичный;3626825;Продается 1к квартира на 15м этаже 15этажного дома в ЖК Белые ночи. Комплекс расположен в 6 км от МКАД, Западном Бутово и пешей доступности от метро Улица Горчакова. К моменту заселения первых жителей в комплексе откроются новая школа для 550 учеников и детский сад. Рядом  благоустроенный участок лесопарка с прогулочными тропами и велодорожками, а также торговоразвлекательный центр. Ипотека от Сбербанка и других ведущих российских банков, рассрочка от застройщика АО А101. ФЗ214., 4 фото;На улицу;Раздельный (1);2019;;да;;https://www.cian.ru/sale/flat/152104421
156388118;1;новостройка;м.Саларьево;10;пешком;Москва, Сосенское поселение, улица Николо-Хованская, 9;38.0;4;15;Монолитно-кирпичный;3627500;Продается 1к квартира на 4м этаже 15этажного дома в корпусе 7.1 в ЖК Испанские кварталы. Самая низкая цена в Новой Москве Центр Новой Москвы, 4,7 км от МКАД. В жилом комплексе комфорткласса монолитнокирпичные дома, приватные дворовые территории, большие окна и потолки 3 метра, пешеходный бульвар с магазинами и ресторанами, школа, детские сады, спорткомплекс с бассейном, наземный паркинг. Въезд в Москву на автомобиле возможен как с Киевского, так и с Калужского шоссе, быстрый доступ до трех веток метро, 13 мин пешком до м. Прокшино. Ключи  в 2019 году. Ипотека в ведущих российских банках, рассрочка от застройщика АО А101 ДЕВЕЛОПМЕНТ. ФЗ214, 5 фото;На улицу;Раздельный (1);2019;;да;;https://www.cian.ru/sale/flat/156388118
156725865;2;новостройка;м.ТеплыйСтан;15;транспортом;Москва, пос. Коммунарка, 3;38.2;1;17;Монолитно-кирпичный;3629000;Продается 2комн. квра площадью 38,2 кв.м на 1 этаже 17 этажного  дома в ЖК Новая Звезда  от компании КРОСТ. Жилой комплекс Новая Звезда строится в поселке Газопровод поселения Сосенское Новомосковского округа города Москвы. Это новый проект, предусматривающий строительство многоэтажных монолитных жилых домов переменной этажности. Все фасады домов будут очень красиво оформлены и объединены в единую стройную композицию, как на звездной сцене. В домах применяется панорамное остекление, в результате в квартиры проникает большое количество света, что позволяет экономить на электроэнергии. Помимо жилых домов будут построены школа и детские сады, молочная кухня. Построят кафе, рестораны, фитнесцентры, появятся отделения связи и банков. Через поселок Газопровод проходят 2 автобусных маршрута, на которых можно доехать до станции метро Теплый Стан. В обозримом будущем планируется строительство новой линии метро, которая будет проходить через поселок Газопровод. Рядом с поселком Газопроовод  ..., 21 фото;12.3-10.2;На улицу;Совмещенный (1);2017;да;;https://www.cian.ru/sale/flat/156725865
